AGNO,COD_COM_RBD,COD_DEPE2,RURAL_RBD,COD_ENSE,COD_GRADO,MRUN,GEN_ALU,EDAD_ALU,COD_COM_ALU,PROM_GRAL,ASISTENCIA,SIT_FIN_R,PROM_GRAL_ANTERIOR,ASISTENCIA_ANTERIOR,EE_GRATUITO,PRIORITARIO_ALU,PREFERENTE_ALU,BEN_SEP,DESERTAR
2022,9207,1,0,510,3,16171332,1,17.0,9210,5.1,90,P,,,1,0,1,1,0
2020,13128,4,0,510,4,10322389,1,17.0,13128,6.4,85,P,5.9,82.0,1,1,0,0,0
2018,6105,2,0,310,3,10350291,1,16.0,6105,6.5,95,P,,,1,1,0,1,0
2024,7301,2,0,310,3,416994,1,16.0,7301,6.3,100,P,,,1,0,1,1,0
2017,5105,1,0,610,4,23013831,1,18.0,5105,5.6,93,P,5.5,93.0,1,1,0,1,0
2024,16101,1,0,510,3,9657881,2,16.0,16101,5.5,95,P,,,1,1,0,1,0
2023,8301,1,0,510,4,17297029,1,17.0,8301,6.0,87,P,5.9,85.0,1,1,0,1,0
2017,2101,1,0,610,4,16031688,2,18.0,2101,6.5,94,P,5.8,90.0,1,1,0,1,0
2022,9101,2,0,610,4,20162140,2,18.0,9101,6.5,87,P,5.7,85.0,1,1,0,1,0
2017,5101,2,0,310,3,15898661,2,16.0,5101,5.6,76,P,,,1,1,0,1,0
2023,9101,2,0,310,4,24891575,2,17.0,9101,6.8,95,P,6.5,85.0,0,0,1,0,0
2019,13122,1,0,510,4,15952021,1,18.0,13122,5.1,88,P,5.2,90.0,1,0,1,1,0
2023,16101,1,0,310,4,8061510,1,17.0,16101,6.9,94,P,6.7,78.0,1,1,0,1,0
2024,12101,2,0,310,3,1463141,2,16.0,12101,7.0,95,P,,,0,0,1,0,0
2018,13123,1,0,310,3,13037315,1,17.0,13123,6.6,93,P,,,1,1,0,1,0
2019,4102,5,0,510,4,8506963,2,17.0,13605,6.1,89,P,5.9,96.0,1,1,0,1,0
2022,5801,2,0,310,4,18175603,1,17.0,5801,5.4,89,P,5.5,90.0,1,1,0,0,0
2022,8307,2,1,710,4,857377,1,17.0,8305,5.8,100,P,5.7,100.0,1,1,0,1,0
2018,4101,2,0,310,4,3209713,2,17.0,4101,5.1,88,P,5.2,94.0,0,1,0,1,0
2024,2101,1,0,510,4,21251578,1,17.0,2101,5.9,86,P,5.6,86.0,1,0,1,1,0
2021,13301,1,0,410,3,25615583,2,16.0,13301,6.5,100,P,,,1,1,0,1,0
2024,13119,2,0,310,3,8977506,2,16.0,13103,6.5,92,P,,,0,0,1,0,0
2018,13302,1,0,410,3,896292,1,16.0,13302,0.0,0,Y,,,1,1,0,1,1
2021,3101,2,0,410,4,23128172,2,17.0,3101,6.5,96,P,6.3,95.0,0,0,1,0,0
2024,13101,2,0,310,3,4516616,1,17.0,13128,6.3,83,P,,,0,0,1,0,0
2019,7102,1,0,310,4,11612229,1,17.0,7102,6.1,88,P,6.4,99.0,1,0,1,1,0
2017,10101,2,0,510,4,22922419,2,18.0,10101,5.5,100,P,5.5,100.0,1,1,0,1,0
2021,13105,2,0,310,3,15728507,2,16.0,13112,6.2,100,P,,,1,1,0,1,0
2024,13105,2,0,410,4,6442706,1,17.0,13105,5.3,98,P,5.1,96.0,1,1,0,1,0
2018,8102,2,0,310,4,2883007,1,17.0,8102,6.5,97,P,6.2,95.0,1,1,0,1,0
2021,15101,2,0,310,3,8778517,1,16.0,15101,5.8,89,P,,,1,1,0,1,0
2023,2201,1,0,510,4,22689243,1,18.0,2201,6.1,76,P,5.4,85.0,1,0,1,1,0
2019,4101,1,0,310,3,22783584,1,16.0,4101,5.8,100,P,,,1,1,0,1,0
2023,13127,4,0,410,3,24471356,2,16.0,13107,5.6,82,P,,,1,0,1,0,0
2018,10208,2,0,410,4,21250370,2,18.0,10208,3.6,62,R,5.3,98.0,1,1,0,1,0
2024,13401,1,0,610,4,26254972,2,16.0,13401,6.4,94,P,6.4,98.0,1,1,0,1,0
2020,5701,1,0,610,4,21581383,2,19.0,5701,6.2,100,P,6.1,97.0,1,1,0,1,0
2021,9111,4,0,510,3,8617134,2,17.0,9111,4.1,100,P,,,1,1,0,0,0
2023,9201,1,0,610,3,15382518,2,16.0,9201,6.5,95,P,,,1,1,0,1,0
2024,13111,2,0,310,4,8614603,2,17.0,13110,7.0,96,P,7.0,90.0,1,1,0,1,0
2023,10101,1,0,410,3,1591019,1,16.0,10101,6.2,93,P,,,1,0,1,1,0
2023,13201,2,0,410,3,21145458,1,17.0,13201,5.0,98,P,4.4,85.0,1,0,1,1,0
2022,5109,2,0,510,3,11154524,2,17.0,5109,4.8,90,P,,,1,0,1,1,0
2023,2101,1,0,510,3,12210183,1,16.0,2101,5.4,90,P,,,1,1,0,1,0
2018,9211,1,0,310,3,18743486,2,16.0,9203,6.3,100,P,,,1,0,1,1,0
2017,8110,2,0,310,3,14885258,1,16.0,8110,6.2,98,P,,,0,0,1,0,0
2018,8110,2,0,310,3,12643323,2,16.0,5101,6.9,94,P,,,0,1,0,1,0
2019,13109,2,0,510,3,19732183,2,16.0,13109,6.6,91,P,,,0,0,1,0,0
2020,2201,1,0,310,3,11321440,2,17.0,2201,6.0,85,P,,,1,0,1,1,0
2023,9101,2,0,310,3,7656460,1,16.0,10201,5.2,89,P,,,0,1,0,0,0
2024,16301,2,0,410,3,20411500,2,16.0,16301,6.1,95,P,,,1,1,0,1,0
2023,9108,1,0,310,4,13656724,1,17.0,9108,6.1,84,P,6.3,85.0,1,0,1,1,0
2020,5301,4,0,410,3,17866188,1,16.0,5301,6.6,100,P,,,1,1,0,0,0
2020,2101,1,0,510,3,15953636,1,16.0,2101,6.3,85,P,,,1,0,1,1,0
2020,16201,1,0,310,3,3267921,2,16.0,16201,5.3,85,P,,,1,1,0,1,0
2019,13111,2,0,510,3,669144,1,17.0,13110,5.5,95,P,4.3,37.0,1,1,0,1,0
2019,13127,4,0,510,3,8314838,1,16.0,13107,4.6,88,P,,,1,0,1,0,0
2024,9101,2,0,510,4,11936016,1,19.0,9101,6.6,98,P,6.4,99.0,1,1,0,1,0
2024,13601,1,0,310,4,22431322,1,17.0,13601,5.9,100,P,5.8,96.0,1,0,1,1,0
2023,9102,5,0,310,3,21650039,1,16.0,9102,6.8,99,P,,,1,1,0,1,0
2020,13201,2,0,310,4,3191940,1,18.0,13201,6.6,100,P,6.4,98.0,1,0,1,1,0
2019,8301,2,0,510,4,22673473,1,17.0,8311,5.7,93,P,5.9,97.0,1,1,0,1,0
2020,9211,1,0,310,3,16161142,1,17.0,9211,4.5,85,P,,,1,1,0,1,0
2023,13401,1,0,510,3,12017491,2,16.0,13401,6.6,88,P,,,1,0,1,1,0
2022,13401,2,0,310,4,26258497,2,18.0,13401,6.9,85,P,6.7,85.0,1,0,1,1,0
2022,14103,1,1,510,4,21041807,1,19.0,14103,6.2,98,P,5.9,100.0,1,1,0,1,0
2018,8104,1,0,310,4,3414620,1,18.0,8104,5.3,89,P,5.2,96.0,1,0,1,1,0
2024,8306,1,0,310,4,7830583,2,17.0,8306,5.6,85,P,4.9,68.0,1,1,0,1,0
2018,14106,2,0,310,4,7555741,1,17.0,9109,6.2,89,P,6.3,97.0,1,1,0,1,0
2021,13201,2,0,310,3,18634331,2,18.0,13201,6.7,100,P,,,1,1,0,1,0
2023,13201,2,0,310,3,1180910,1,17.0,13201,5.3,93,P,,,1,0,1,1,0
2024,8108,2,0,310,4,17057251,1,17.0,8108,5.9,92,P,6.0,96.0,1,0,1,1,0
2017,4101,2,0,310,3,10283536,2,16.0,4101,5.7,85,P,,,0,0,1,0,0
2018,9111,5,0,410,3,14701765,2,16.0,9111,4.9,80,P,,,1,1,0,1,0
2021,13119,2,0,510,4,8479523,1,17.0,13119,5.4,89,P,5.2,85.0,0,1,0,0,0
2019,9210,1,0,510,4,7187069,1,19.0,9210,6.3,85,P,6.1,96.0,1,1,0,1,0
2020,13117,5,0,610,4,6539098,2,18.0,13128,6.2,100,P,5.7,94.0,1,1,0,1,0
2019,6115,1,0,510,3,11197511,1,17.0,6115,5.7,92,P,,,1,1,0,1,0
2017,13101,2,0,510,4,10380518,1,17.0,13124,5.8,96,P,5.4,89.0,0,1,0,1,0
2022,8110,1,0,310,4,899304,2,18.0,8110,6.1,96,P,6.2,100.0,1,0,1,1,0
2017,4301,2,0,310,4,2819760,1,17.0,4301,6.8,99,P,6.7,100.0,0,1,0,0,0
2023,13124,2,0,610,3,18829312,2,17.0,13124,5.1,92,P,,,0,1,0,0,0
2023,13124,2,0,310,4,19026615,1,17.0,13124,5.9,95,P,6.1,94.0,0,0,1,0,0
2022,5102,1,0,310,3,23505246,1,16.0,5102,6.3,56,P,,,1,0,1,1,0
2022,13101,1,0,310,3,785374,1,16.0,13112,4.6,61,R,,,1,1,0,1,0
2022,13127,1,0,410,3,23388924,2,17.0,13104,4.8,60,P,,,1,1,0,1,0
2020,8108,2,0,510,4,13852599,2,17.0,8108,6.6,100,P,4.8,86.0,1,1,0,1,0
2021,7101,2,0,510,4,19665272,1,17.0,7105,6.1,100,P,5.8,100.0,1,1,0,1,0
2018,8314,1,1,610,3,12661688,2,16.0,8308,6.8,98,P,,,1,1,0,1,0
2024,13201,2,0,310,3,4520862,1,17.0,13201,6.0,82,P,,,1,1,0,1,0
2018,7408,1,0,410,4,9841199,1,19.0,7408,5.8,83,P,5.6,82.0,1,1,0,1,0
2022,7302,1,0,310,3,5645380,2,16.0,7302,5.6,94,P,,,1,1,0,1,0
2022,9101,1,0,310,4,18382473,1,17.0,9112,6.0,93,P,5.3,92.0,1,1,0,1,0
2020,4102,2,0,310,3,9084296,2,16.0,4102,6.2,90,P,,,1,1,0,1,0
2019,14101,1,0,310,4,13760159,1,17.0,14101,6.4,94,P,6.3,96.0,1,0,1,1,0
2022,9101,2,0,510,3,20654888,1,16.0,9116,5.0,83,P,,,1,1,0,1,0
2020,7101,1,0,610,3,7492754,2,16.0,7105,6.3,95,P,,,1,0,1,1,0
2020,13101,1,0,310,4,22856622,1,18.0,13126,6.6,85,P,6.3,38.0,1,1,0,1,0
2017,6101,1,0,510,3,18168798,2,18.0,5405,6.1,88,P,,,1,1,0,1,0
2019,13128,1,0,610,3,18398600,2,16.0,13128,6.2,94,P,,,1,1,0,1,0
2020,13201,2,0,610,4,18167641,2,18.0,13112,4.1,85,P,4.9,75.0,0,1,0,1,0
2021,8101,4,0,410,3,16409330,2,16.0,8108,6.5,100,P,,,1,0,1,0,0
2018,7104,1,0,610,3,9220102,1,19.0,7201,5.1,88,R,,,1,1,0,1,0
2023,13101,2,0,610,4,21379985,2,17.0,13129,6.6,97,P,6.5,94.0,1,1,0,1,0
2018,15101,2,0,310,4,14985852,1,17.0,15101,5.7,92,P,5.8,94.0,1,0,1,1,0
2017,6301,4,0,510,4,1731509,1,17.0,6308,5.5,93,P,5.2,89.0,0,1,0,0,0
2019,9211,2,0,310,4,11840330,2,17.0,9211,5.9,86,P,6.1,94.0,1,1,0,1,0
2021,14103,1,0,310,3,18781519,2,16.0,14103,6.6,100,P,,,1,0,1,1,0
2021,5601,2,0,310,4,11017768,2,17.0,5601,5.7,95,P,5.5,95.0,0,1,0,1,0
2021,7301,2,0,510,4,24734735,1,17.0,7304,6.5,100,P,5.2,91.0,1,1,0,1,0
2020,13122,2,0,310,3,256710,1,17.0,13122,5.3,85,P,,,0,1,0,0,0
2020,13109,2,0,310,3,23791681,1,17.0,13121,5.3,100,P,,,0,1,0,1,0
2023,7101,1,0,310,3,7705144,2,16.0,7109,4.7,85,P,,,1,0,1,1,0
2024,5109,2,0,310,4,8992385,2,17.0,5109,5.5,83,P,5.8,93.0,0,1,0,0,0
2023,14106,1,0,610,3,9925526,2,19.0,14106,5.5,85,P,0.0,0.0,1,1,0,1,0
2018,5801,2,0,310,4,5946905,1,17.0,5801,5.8,98,P,5.1,95.0,1,0,1,1,0
2020,13106,2,0,310,3,11697130,1,18.0,13110,5.2,100,P,,,1,0,1,1,0
2022,13122,1,0,510,4,17045892,2,18.0,13122,5.5,80,P,5.0,90.0,1,1,0,1,0
2023,16301,2,0,310,3,11346697,2,17.0,16301,6.7,94,P,,,1,0,1,1,0
2022,3301,2,0,310,3,21463026,2,16.0,3301,6.9,99,P,,,0,0,1,0,0
2023,13604,2,0,310,4,5595999,2,18.0,13119,5.1,47,P,5.5,45.0,1,0,1,1,0
2022,5101,2,0,310,4,23915297,2,17.0,5101,6.0,83,P,5.5,84.0,1,0,1,1,0
2018,9201,1,0,310,4,5606125,2,17.0,9201,5.3,94,P,5.2,89.0,1,0,1,1,0
2023,13601,1,0,410,3,7136873,1,16.0,13602,5.5,88,P,,,1,1,0,1,0
2023,13123,1,0,310,4,19299679,1,17.0,13101,5.5,92,P,5.7,76.0,1,0,1,1,0
2018,1107,2,0,510,3,13598885,1,17.0,1107,5.1,88,P,,,1,1,0,1,0
2019,13201,1,0,310,4,350851,2,17.0,13201,6.9,99,P,6.8,99.0,1,1,0,1,0
2022,14201,1,0,410,3,4085456,2,17.0,14201,5.3,89,P,,,1,1,0,1,0
2017,13401,2,0,310,4,10543615,2,17.0,13404,6.5,99,P,6.3,99.0,0,0,1,0,0
2022,2201,1,0,510,3,1420619,2,17.0,2201,6.1,93,P,,,1,1,0,1,0
2018,13125,2,0,310,4,9115974,2,18.0,13125,5.8,88,P,5.9,68.0,0,0,1,0,0
2019,16101,1,0,310,3,23502371,2,17.0,16101,5.7,99,P,,,1,1,0,1,0
2020,2201,2,0,310,4,8161911,2,17.0,15101,6.4,100,P,6.3,98.0,0,1,0,0,0
2024,7303,1,0,310,4,1286100,2,18.0,7303,5.8,90,P,,,1,1,0,1,0
2020,13201,2,0,610,3,24238647,1,17.0,13110,6.7,85,P,,,0,1,0,1,0
2020,8110,2,0,310,4,4902384,1,18.0,13107,5.9,100,P,5.5,93.0,0,0,1,0,0
2020,2201,1,0,510,4,4891950,2,19.0,2301,2.0,10,R,4.7,87.0,1,0,1,1,0
2023,11101,2,0,310,3,20927824,2,17.0,11101,6.1,99,P,,,0,0,1,0,0
2021,7201,1,0,310,3,1038561,1,16.0,7201,5.1,85,P,,,1,1,0,1,0
2020,8206,1,0,310,3,5778737,1,17.0,8206,6.4,100,P,,,1,1,0,1,0
2020,8104,5,0,310,3,2226030,1,16.0,8104,5.5,90,P,,,1,0,1,1,0
2020,13103,5,0,310,4,21464343,2,17.0,13103,6.1,85,P,5.8,93.0,1,1,0,1,0
2023,13126,2,0,310,4,5590400,1,17.0,13106,5.7,98,P,5.8,99.0,1,0,1,1,0
2019,7304,2,0,410,3,21075645,2,16.0,7304,6.1,26,P,,,1,1,0,1,0
2017,8103,2,0,310,3,10161122,2,16.0,8103,5.9,87,P,,,1,1,0,1,0
2024,10101,2,0,610,4,5725953,2,17.0,10101,6.1,94,P,6.2,93.0,1,0,1,1,0
2019,13101,1,0,310,4,4184182,2,18.0,13129,6.2,88,P,5.9,84.0,1,1,0,1,0
2017,13125,2,0,510,4,16162855,1,17.0,13125,5.3,94,P,5.0,94.0,1,0,1,1,0
2022,13201,1,0,410,3,5900359,2,16.0,13201,6.0,97,P,,,1,0,1,1,0
2019,8101,5,0,310,4,20805488,1,17.0,8101,4.9,87,R,5.2,55.0,1,1,0,1,0
2023,13601,2,0,510,4,22245309,1,17.0,13401,5.3,93,P,5.6,90.0,1,0,1,1,0
2019,5601,2,0,310,4,12166463,2,19.0,5601,6.1,90,P,6.1,97.0,1,0,1,1,0
2023,13119,2,0,310,3,2006538,2,20.0,13119,6.2,100,P,,,1,0,1,0,0
2018,13113,1,0,610,4,24328707,2,18.0,13113,5.2,94,P,5.1,99.0,1,1,0,1,0
2021,13112,2,0,510,3,11381807,1,16.0,13112,4.6,85,P,,,1,1,0,1,0
2023,13101,1,0,310,3,15305270,1,16.0,13101,5.9,91,P,,,1,1,0,1,0
2021,13119,2,0,310,4,12839757,1,17.0,13119,6.0,85,P,4.9,85.0,0,0,1,0,0
2020,10102,1,1,310,4,7109120,2,17.0,10102,6.0,95,P,5.5,96.0,1,1,0,1,0
2017,15101,2,0,610,3,3467693,2,16.0,15101,5.5,94,P,,,1,1,0,1,0
2023,7301,2,0,610,4,18986066,2,18.0,7301,6.9,99,P,6.8,93.0,1,0,1,1,0
2021,13122,1,0,310,3,8671403,2,17.0,13122,5.9,96,P,,,1,0,1,1,0
2024,1107,5,0,310,4,20425464,1,17.0,1107,6.9,93,P,6.9,88.0,1,0,1,1,0
2018,13112,2,0,310,4,12983799,2,17.0,13201,6.6,91,P,6.5,92.0,1,1,0,1,0
2021,4101,2,0,310,3,1012334,2,16.0,4101,6.0,85,P,,,0,0,1,0,0
2018,13119,2,0,510,3,8397456,1,16.0,13119,6.2,97,P,,,1,0,1,1,0
2024,8103,2,0,310,4,1353052,2,17.0,8103,6.9,93,P,6.7,97.0,0,1,0,0,0
2024,13303,1,0,510,4,21821944,1,17.0,13303,5.7,87,P,5.3,97.0,1,0,1,1,0
2018,2201,1,0,510,4,15057509,2,17.0,2201,5.4,95,P,5.2,94.0,1,0,1,1,0
2024,13108,2,0,410,4,12653921,1,17.0,13108,6.2,91,P,6.3,94.0,1,1,0,1,0
2019,9101,2,0,310,4,2993815,2,17.0,9117,6.2,92,P,6.5,98.0,1,1,0,1,0
2020,13119,2,0,310,3,19852600,2,16.0,5201,6.3,85,P,,,0,0,1,0,0
2024,7301,2,0,310,4,8151874,1,18.0,7301,6.1,98,P,5.7,98.0,1,0,1,1,0
2022,7101,2,0,310,3,20725827,2,18.0,7101,1.4,20,R,,,1,1,0,1,0
2021,6301,5,0,310,4,13311476,2,17.0,6301,6.6,100,P,6.5,100.0,1,1,0,1,0
2017,13110,2,0,310,4,1577104,1,18.0,13118,5.4,93,P,5.4,98.0,0,0,1,0,0
2021,13104,1,0,310,4,2545089,1,18.0,13108,6.3,92,P,6.3,90.0,1,1,0,1,0
2017,5701,1,0,610,4,21929210,2,17.0,5701,5.3,87,P,5.1,91.0,1,1,0,1,0
2019,4101,2,1,710,4,3323212,2,17.0,4106,4.5,99,P,5.2,98.0,1,1,0,1,0
2017,8101,2,0,510,4,9107162,1,17.0,8108,5.6,89,P,5.0,97.0,0,1,0,0,0
2023,10301,1,0,510,4,10413976,1,18.0,10301,6.0,90,P,6.1,90.0,1,1,0,1,0
2019,13123,1,0,310,4,7664849,1,17.0,13110,6.3,83,P,6.4,91.0,1,1,0,1,0
2023,1101,2,0,310,3,3654953,2,16.0,1101,6.7,85,P,,,0,0,1,0,0
2017,8407,1,0,310,4,2450479,1,17.0,8407,6.6,97,P,6.5,97.0,1,1,0,1,0
2024,6301,2,0,310,3,8500551,2,16.0,6303,6.7,90,P,,,1,0,1,1,0
2019,7301,2,0,310,3,14232153,1,16.0,7305,5.9,98,P,,,0,0,1,0,0
2018,5109,2,0,310,3,3421025,2,16.0,5101,6.5,100,P,,,0,0,1,0,0
2023,3101,2,0,510,3,10715380,2,17.0,3101,4.5,77,R,,,0,1,0,1,0
2018,4101,2,0,310,4,20781583,1,19.0,4101,5.0,91,P,5.0,93.0,0,0,1,0,0
2023,16301,1,0,410,3,10870154,2,16.0,16301,6.9,100,P,,,1,1,0,1,0
2022,9120,2,0,310,3,22707473,2,16.0,9120,6.2,91,P,,,1,0,1,1,0
2019,13105,2,0,310,3,13623524,2,16.0,13105,4.7,87,P,,,0,1,0,1,0
2020,5101,1,0,610,3,3768918,2,16.0,5102,6.9,100,P,,,1,1,0,1,0
2021,6310,1,0,310,3,5198555,1,16.0,6305,6.8,100,P,,,1,0,1,1,0
2020,2101,1,0,410,4,10576895,2,17.0,2101,5.3,85,P,5.7,74.0,1,0,1,1,0
2019,7306,1,0,310,4,16512065,2,17.0,7306,6.1,78,P,6.2,89.0,1,1,0,1,0
2024,10101,1,0,310,4,2145909,2,17.0,10101,6.5,100,P,6.6,100.0,1,1,0,1,0
2023,13202,2,1,710,4,20073390,1,17.0,13201,5.1,88,P,4.8,87.0,1,1,0,1,0
2020,5804,2,0,310,4,11784139,2,17.0,5804,6.3,100,P,6.1,100.0,0,0,1,0,0
2019,3101,1,0,510,4,9947730,1,18.0,3101,5.6,89,P,5.1,84.0,1,1,0,1,0
2021,7402,1,0,610,4,5016618,2,17.0,7402,5.5,88,P,6.3,94.0,1,1,0,1,0
2021,13111,5,0,310,3,24422102,2,16.0,13131,5.1,85,P,,,1,1,0,1,0
2023,13101,2,0,310,3,3005783,2,16.0,13108,6.8,98,P,,,1,0,1,1,0
2024,13201,2,0,410,4,6562753,2,17.0,13201,6.4,93,P,6.5,94.0,1,1,0,1,0
2019,8110,1,0,310,4,12559681,1,17.0,8110,5.6,93,P,5.7,98.0,1,0,1,1,0
2021,10101,1,0,610,3,24380518,1,17.0,10101,5.7,85,P,,,1,0,1,1,0
2018,3101,2,0,310,4,21458978,1,17.0,3101,5.4,96,P,5.3,92.0,0,1,0,0,0
2022,5109,2,0,310,4,18910301,1,19.0,8110,4.9,90,P,5.6,100.0,1,0,1,1,0
2017,13120,2,0,510,4,7374429,1,18.0,13110,5.7,79,P,5.9,83.0,1,1,0,1,0
2023,5101,5,0,310,3,20263855,1,16.0,5109,5.8,85,P,,,1,0,1,1,0
2023,6101,2,0,310,4,12738810,2,17.0,6101,5.6,93,P,5.1,91.0,0,1,0,0,0
2023,13114,2,0,310,3,15524441,1,17.0,13114,5.6,88,P,,,1,0,1,1,0
2021,4101,2,0,310,4,18441710,1,17.0,4102,5.7,85,P,4.4,85.0,0,1,0,1,0
2021,13101,1,0,310,3,12943589,2,17.0,13127,6.4,3,P,,,1,0,1,1,0
2018,13105,2,0,410,3,24001385,2,17.0,13105,4.9,74,P,,,0,1,0,1,0
2021,9120,2,0,510,4,24797434,1,17.0,9104,6.1,85,P,6.0,90.0,1,0,1,1,0
2019,15101,2,0,310,4,3385881,1,17.0,15101,5.7,84,P,5.4,94.0,1,1,0,1,0
2020,10208,1,0,310,3,22461090,2,16.0,10208,6.2,77,P,,,1,1,0,1,0
2020,13124,5,0,510,4,8555652,1,17.0,13124,6.3,85,P,6.1,86.0,1,0,1,1,0
2021,3101,5,0,510,3,20951862,2,18.0,3101,4.3,85,P,,,1,0,1,1,0
2021,13123,1,0,310,4,24651053,1,17.0,13101,4.9,85,P,4.6,90.0,1,0,1,1,0
2020,5706,2,0,310,3,12748075,2,16.0,5701,6.0,85,P,,,1,0,1,1,0
2020,13120,4,0,610,4,16634926,2,17.0,13301,5.5,85,P,5.2,78.0,1,1,0,0,0
2019,7201,1,0,410,3,21454776,2,16.0,7201,6.3,94,P,,,1,1,0,1,0
2018,7102,2,0,310,3,22404355,2,16.0,7102,5.9,99,P,,,1,1,0,1,0
2023,7406,1,0,610,3,23874652,1,17.0,7407,5.2,88,P,,,1,1,0,1,0
2023,8301,2,0,310,4,4024021,1,17.0,8301,6.2,84,P,6.2,94.0,1,0,1,1,0
2019,6115,1,0,310,3,4001154,2,17.0,6115,5.2,83,P,,,1,1,0,1,0
2024,2101,1,0,610,3,15319958,2,16.0,2101,5.6,75,P,,,1,1,0,1,0
2022,8304,1,0,510,4,11429390,1,17.0,8304,6.7,100,P,6.6,100.0,1,1,0,1,0
2017,2201,1,0,510,4,480920,1,18.0,2201,5.6,96,P,5.4,96.0,1,1,0,1,0
2018,13401,4,0,410,3,12968830,2,16.0,13401,5.7,97,P,,,1,1,0,0,0
2019,13130,2,0,410,4,1330646,2,17.0,13111,5.2,83,P,5.4,77.0,1,1,0,1,0
2022,13128,1,0,310,3,1212421,1,17.0,13128,0.0,0,Y,,,1,1,0,1,1
2017,6101,1,0,510,4,13153459,1,17.0,6110,5.4,94,P,4.5,90.0,1,0,1,1,0
2021,13503,2,0,310,3,19570599,1,16.0,13503,5.4,95,P,,,0,1,0,0,0
2021,12101,1,0,510,4,4182012,1,18.0,12101,6.4,100,P,6.3,100.0,1,1,0,1,0
2019,13123,1,0,310,3,3145706,1,17.0,13110,5.7,76,P,,,1,1,0,1,0
2020,8108,2,0,510,3,21374868,1,18.0,8102,4.8,100,P,,,1,1,0,1,0
2024,13105,2,0,310,4,8829808,1,17.0,13105,6.1,100,P,6.0,100.0,0,0,1,0,0
2017,6101,1,0,510,4,617081,1,17.0,6101,5.8,96,P,5.3,87.0,1,1,0,1,0
2021,10205,1,0,410,4,19914019,2,17.0,10205,6.7,85,P,6.6,100.0,1,1,0,1,0
2024,13124,2,0,310,4,16073780,1,18.0,13124,6.8,93,P,6.7,90.0,0,0,1,0,0
2020,13122,1,0,510,4,5560357,2,19.0,13122,4.0,85,P,4.6,83.0,1,1,0,1,0
2021,8307,2,1,710,3,24127241,2,18.0,8307,4.2,85,P,,,1,1,0,1,0
2017,9206,1,0,410,4,18200531,2,17.0,9206,5.1,99,P,5.2,96.0,1,1,0,1,0
2018,8301,2,0,310,3,19266520,2,16.0,8301,0.0,0,Y,,,0,0,1,0,1
2024,13124,2,0,310,3,20333706,1,16.0,13124,6.5,89,P,,,0,0,1,0,0
2021,13105,2,0,410,4,7510738,1,17.0,13105,5.5,85,P,5.3,85.0,1,0,1,1,0
2018,6303,1,0,510,4,7218942,1,18.0,6303,6.2,92,P,6.2,94.0,1,1,0,1,0
2023,16101,4,0,410,3,20440719,2,16.0,16109,5.8,73,P,,,1,1,0,0,0
