AGNO,COD_COM_RBD,COD_DEPE2,RURAL_RBD,COD_ENSE,COD_GRADO,MRUN,GEN_ALU,EDAD_ALU,COD_COM_ALU,PROM_GRAL,ASISTENCIA,SIT_FIN_R,PROM_GRAL_ANTERIOR,ASISTENCIA_ANTERIOR,EE_GRATUITO,PRIORITARIO_ALU,PREFERENTE_ALU,BEN_SEP,DESERTAR
2018,13404,1,0,410,4,4396960,2,17.0,13404,6.0,94,P,5.5,90.0,1,1,0,1,0
2019,8101,4,0,410,3,17187718,2,16.0,8108,6.4,93,P,,,1,0,1,0,0
2021,13102,2,0,310,3,23422612,2,16.0,13102,6.9,90,P,,,1,0,1,1,0
2024,13125,1,0,310,3,26376007,2,16.0,13125,5.3,88,P,,,1,0,1,1,0
2022,14108,1,0,310,4,24320518,1,17.0,14108,5.1,93,P,5.0,86.0,1,1,0,1,0
2024,13110,1,0,610,3,18594940,2,16.0,13122,5.5,84,P,,,1,1,0,1,0
2021,13201,2,0,310,4,1360157,2,19.0,13201,5.6,66,P,5.6,100.0,1,0,1,1,0
2023,5101,2,0,310,3,2725924,2,16.0,5101,6.5,97,P,,,1,0,1,1,0
2020,2301,1,0,410,4,21513927,2,19.0,2301,6.7,100,P,6.3,94.0,1,0,1,1,0
2022,14101,2,0,310,4,20057421,2,17.0,2101,5.9,83,P,5.4,90.0,1,0,1,1,0
2022,16302,1,0,610,3,7233303,2,16.0,16302,5.3,85,P,,,1,1,0,1,0
2023,8205,1,0,510,3,11090769,1,16.0,8205,5.9,88,P,,,1,0,1,1,0
2018,13501,1,0,610,4,24649042,2,18.0,13501,5.2,78,P,6.0,90.0,1,1,0,1,0
2022,13126,4,0,410,3,19961913,2,17.0,13126,4.4,82,P,4.4,61.0,1,0,1,0,0
2022,5501,2,0,310,4,20702245,2,18.0,2201,5.9,88,P,5.6,100.0,0,1,0,1,0
2022,13401,2,0,310,4,20737696,1,18.0,13401,6.1,88,P,5.9,100.0,0,1,0,0,0
2024,10301,1,0,310,4,23762822,1,19.0,10301,5.8,98,P,5.9,95.0,1,1,0,1,0
2017,3103,1,0,510,3,4368662,2,16.0,3103,6.4,98,P,,,1,0,1,1,0
2023,5107,2,0,310,4,9257594,2,18.0,5107,4.9,84,P,5.5,85.0,1,1,0,1,0
2024,4102,2,0,310,4,11583526,2,17.0,4102,5.8,97,P,5.5,98.0,0,0,1,0,0
2019,15101,2,0,310,4,18787682,1,17.0,15101,5.6,89,P,5.7,99.0,1,1,0,1,0
2019,13404,2,0,310,4,9274834,1,19.0,13404,5.6,84,P,5.3,94.0,1,0,1,1,0
2022,13401,2,0,310,3,4203896,1,16.0,13401,5.9,89,P,,,0,1,0,1,0
2023,13123,1,0,310,3,21806284,1,16.0,13101,6.1,78,P,,,1,0,1,1,0
2018,10201,1,0,310,4,6431838,2,18.0,10201,6.3,89,P,6.2,85.0,1,1,0,1,0
2017,9210,1,0,310,4,1542251,1,17.0,9210,5.7,92,P,5.9,99.0,1,1,0,1,0
2017,13131,2,0,410,4,17723996,2,17.0,13112,4.5,93,P,4.5,92.0,0,1,0,0,0
2018,9103,1,0,310,4,15145808,2,18.0,9103,5.8,92,P,5.2,87.0,1,1,0,1,0
2018,13111,2,0,410,3,5646743,1,16.0,13112,5.7,94,P,,,0,0,1,0,0
2018,13110,1,0,610,4,6946507,2,18.0,13110,5.0,83,P,5.5,88.0,1,0,1,1,0
2020,13122,2,0,310,3,2903220,1,17.0,13122,4.5,85,P,,,1,1,0,1,0
2022,16305,1,0,510,4,23522569,2,18.0,16305,6.2,94,P,6.0,100.0,1,1,0,1,0
2017,2101,2,0,310,3,21746599,2,17.0,2101,5.7,94,P,,,0,1,0,0,0
2019,9211,2,0,310,4,19788141,2,18.0,5301,6.6,87,P,6.6,85.0,1,0,1,1,0
2021,8309,1,0,310,4,15512241,2,17.0,8309,7.0,100,P,6.9,100.0,1,0,1,1,0
2018,5601,2,0,310,3,2536833,1,16.0,5601,6.0,99,P,,,0,0,1,0,0
2020,7105,2,1,710,3,9958753,1,18.0,7101,4.6,85,P,,,1,1,0,1,0
2021,13105,2,0,310,4,8023929,1,17.0,13401,6.1,85,P,5.2,100.0,0,0,1,0,0
2024,13201,2,1,610,4,22684396,2,17.0,13201,6.3,86,P,6.3,81.0,1,1,0,1,0
2020,5606,2,0,310,3,4504549,2,16.0,5606,5.1,95,P,,,1,1,0,1,0
2023,4102,2,0,310,4,4865355,2,17.0,4102,6.1,92,P,6.1,87.0,0,0,1,0,0
2021,1405,1,1,310,3,21718651,1,16.0,1107,6.0,84,P,,,1,1,0,1,0
2023,13126,1,0,410,4,25574866,1,18.0,13101,5.8,75,P,5.8,88.0,1,1,0,1,0
2022,9103,1,0,310,3,16889729,1,16.0,13131,6.9,92,P,,,1,0,1,1,0
2021,13101,1,0,310,3,19962329,1,16.0,13110,5.3,85,P,,,1,0,1,1,0
2022,5502,2,0,310,4,4152335,1,17.0,5502,6.7,96,P,6.8,99.0,1,0,1,1,0
2024,1107,2,0,610,4,19355481,1,18.0,1107,5.7,99,P,5.6,100.0,1,0,1,1,0
2020,13130,1,0,310,3,16321007,1,16.0,13201,4.6,85,P,,,1,0,1,1,0
2021,8301,2,0,510,4,23535909,1,18.0,8301,5.6,93,P,5.7,51.0,1,0,1,1,0
2017,13505,1,1,310,3,12960194,1,17.0,13505,5.3,94,P,,,1,1,0,1,0
2019,7403,1,0,610,4,4986589,2,17.0,7201,5.3,90,P,5.5,93.0,1,1,0,1,0
2018,5109,4,0,410,3,3308677,2,16.0,5109,4.6,86,P,,,1,1,0,0,0
2017,13112,2,0,310,4,24086843,2,17.0,13131,5.5,99,P,5.4,95.0,1,0,1,1,0
2022,13602,1,0,410,3,19920556,1,17.0,13602,5.5,92,P,,,1,0,1,1,0
2024,13122,1,0,310,3,9126167,1,16.0,13122,5.8,97,P,,,1,1,0,1,0
2018,5701,2,0,310,4,15724605,1,17.0,5701,6.8,99,P,6.7,95.0,1,0,1,1,0
2023,13113,2,0,310,4,4969676,2,18.0,2203,5.6,89,P,5.4,92.0,0,1,0,0,0
2019,6117,1,0,310,3,15216693,2,18.0,6117,5.1,100,P,,,1,1,0,1,0
2023,8106,2,0,310,3,10278816,2,16.0,8106,6.7,87,P,,,1,0,1,1,0
2020,8301,2,0,310,4,6645900,1,18.0,8301,5.4,90,P,4.9,93.0,0,1,0,1,0
2022,9120,2,0,310,3,5228588,2,16.0,9120,6.7,82,P,,,1,0,1,1,0
2017,7401,1,0,310,4,22892592,1,17.0,7401,6.4,92,P,6.2,98.0,1,1,0,1,0
2019,13109,2,0,310,3,18909986,2,16.0,13110,5.6,100,P,,,0,0,1,0,0
2021,8101,4,0,510,4,14754972,1,17.0,8110,3.7,40,R,6.1,95.0,1,0,1,0,0
2017,5101,2,0,310,3,14279795,1,16.0,5101,6.5,95,P,,,0,0,1,0,0
2020,5603,1,0,410,4,735836,2,17.0,13116,5.1,85,P,6.1,94.0,1,1,0,1,0
2022,13105,2,0,310,3,12692237,1,16.0,13112,6.7,97,P,,,1,1,0,1,0
2020,13110,1,0,310,3,16717774,2,17.0,13108,5.8,85,P,,,1,1,0,1,0
2020,4106,1,0,310,4,1418389,2,17.0,4102,5.5,98,P,5.9,100.0,1,1,0,1,0
2017,13402,2,0,610,3,18983032,2,17.0,13404,5.0,85,P,,,1,0,1,1,0
2024,13301,1,1,510,4,2546784,1,18.0,13301,5.5,98,P,5.4,98.0,1,1,0,1,0
2018,8102,1,0,310,4,11584615,1,17.0,8102,5.0,93,P,5.0,96.0,1,0,1,1,0
2021,8202,2,0,310,4,21856257,2,19.0,8202,6.7,97,P,6.9,100.0,1,0,1,1,0
2022,4102,2,0,310,3,13492063,2,16.0,4102,5.6,77,P,,,1,1,0,1,0
2018,5801,2,0,310,4,23939834,1,18.0,5804,5.6,97,P,5.3,100.0,0,1,0,0,0
2023,13402,1,0,510,3,21626471,1,16.0,13402,5.3,98,P,,,1,1,0,1,0
2017,12401,1,0,610,4,15480882,2,17.0,12401,6.5,91,P,,,1,1,0,1,0
2019,10210,1,0,310,4,12789710,1,19.0,10210,5.2,96,P,5.0,95.0,1,0,1,1,0
2022,9111,2,0,610,4,13393178,2,17.0,9111,5.8,86,P,5.7,95.0,1,1,0,1,0
2021,13103,2,0,510,3,14877647,1,16.0,13103,5.1,86,P,,,1,1,0,1,0
2017,5701,1,0,310,3,18164653,1,17.0,5701,5.6,91,P,,,1,1,0,1,0
2019,14107,1,0,310,4,13373398,1,17.0,14107,6.0,90,P,5.9,92.0,1,0,1,1,0
2021,9101,2,0,610,4,23624960,2,18.0,9116,5.4,95,P,5.0,95.0,1,0,1,1,0
2019,9201,1,0,610,4,4454992,2,17.0,9201,5.6,96,P,5.6,96.0,1,0,1,1,0
2019,8101,5,0,310,3,21155071,1,16.0,8101,6.3,95,P,,,1,0,1,1,0
2020,13128,2,0,510,4,16959233,1,17.0,13128,6.8,85,P,6.2,95.0,1,0,1,1,0
2023,10304,1,0,310,4,9870852,1,20.0,10304,5.6,73,P,4.7,89.0,1,1,0,1,0
2023,10202,2,0,510,4,19110055,1,17.0,10209,5.4,97,P,5.3,88.0,1,1,0,1,0
2018,13119,2,0,610,4,6459292,1,17.0,13119,5.5,99,P,5.2,98.0,1,0,1,1,0
2021,13112,2,0,510,4,17377092,1,17.0,13201,5.5,86,P,,,0,1,0,1,0
2023,13105,2,0,310,3,7656734,1,18.0,13124,5.8,97,P,,,0,1,0,0,0
2020,4106,1,0,510,4,6336079,1,18.0,4106,5.3,85,P,6.0,88.0,1,1,0,1,0
2024,8301,2,0,410,3,22538890,1,16.0,8314,5.0,88,P,,,1,1,0,1,0
2024,8101,5,0,310,3,26372779,2,16.0,8101,6.1,98,P,,,1,1,0,1,0
2017,13125,2,0,310,3,12752045,1,16.0,13125,5.8,95,P,,,0,1,0,1,0
2019,5804,2,0,310,3,21245561,1,16.0,5804,6.7,95,P,,,0,0,1,0,0
2023,8102,1,0,310,4,11377017,2,17.0,8102,6.9,84,P,6.7,66.0,1,1,0,1,0
2017,11101,2,0,610,4,11559888,2,19.0,11101,5.5,63,P,5.3,94.0,1,1,0,1,0
2018,3101,1,0,510,4,10689319,2,17.0,3101,6.2,88,P,6.1,89.0,1,0,1,1,0
2017,8101,4,0,410,4,23127301,2,17.0,8104,6.1,95,P,6.0,94.0,0,1,0,0,0
2021,10108,1,0,310,3,22873567,2,16.0,10108,5.6,85,P,,,1,1,0,1,0
2019,14106,2,0,310,3,12097485,1,16.0,14106,5.4,88,P,,,1,1,0,1,0
2023,16302,2,0,310,4,1945523,1,17.0,16302,5.1,99,P,5.1,92.0,1,0,1,1,0
2017,5101,1,0,510,3,13542662,1,16.0,5102,6.1,92,P,,,1,0,1,1,0
2024,9101,2,0,310,3,16332289,1,16.0,9101,5.8,96,P,,,0,0,1,0,0
2022,13106,1,0,310,4,25580710,2,17.0,13106,6.5,99,P,5.9,100.0,1,0,1,1,0
2023,13605,2,0,510,3,6256070,1,17.0,13605,5.6,92,P,,,1,1,0,1,0
2023,8111,1,0,310,4,12004873,1,18.0,8111,6.4,97,P,5.8,92.0,1,1,0,1,0
2017,6101,4,0,510,4,14401774,1,17.0,6101,5.7,94,P,5.3,97.0,0,0,1,0,0
2024,9120,2,1,510,3,16684965,1,16.0,9120,5.1,100,P,,,1,1,0,1,0
2017,8301,1,0,410,3,22186192,2,16.0,8301,5.5,88,P,,,1,1,0,1,0
2020,6117,1,1,310,4,23512686,1,17.0,6117,4.9,92,P,5.2,97.0,1,1,0,1,0
2022,6108,2,0,310,3,7015786,1,16.0,6108,6.4,95,P,,,0,0,1,0,0
2020,5503,2,0,310,4,8405579,2,17.0,5503,6.9,100,P,6.8,99.0,1,0,1,1,0
2017,8109,1,0,710,3,19342827,1,17.0,8109,6.4,98,P,,,1,1,0,1,0
2022,13105,1,0,510,3,15566722,2,17.0,13105,5.7,94,P,,,1,0,1,1,0
2024,8313,1,0,310,4,18995738,1,18.0,8313,4.4,96,R,4.9,92.0,1,1,0,1,0
2024,13401,2,0,310,4,8521138,1,17.0,13401,6.8,100,P,6.8,99.0,0,0,1,0,0
2020,13301,1,0,510,3,12726180,1,16.0,13301,6.0,100,P,,,1,1,0,1,0
2018,13109,1,0,510,4,135283,1,18.0,13401,4.8,85,P,4.6,85.0,1,1,0,1,0
2024,4301,1,0,510,3,16196065,2,16.0,3301,6.9,94,P,,,1,1,0,1,0
2023,7301,2,1,610,3,14258660,2,17.0,7301,6.5,97,P,,,1,0,1,1,0
2019,2101,1,0,510,3,17898250,2,16.0,2101,5.0,61,P,,,1,1,0,1,0
2023,9101,1,0,610,3,14332733,1,18.0,9119,6.0,99,P,,,1,1,0,1,0
2024,8110,1,0,310,3,475797,2,17.0,8110,3.9,60,R,4.5,64.0,1,1,0,1,0
2022,5501,2,0,310,4,4153322,2,17.0,5501,6.8,90,P,6.7,100.0,0,0,1,0,0
2023,8204,1,0,310,4,12381064,2,18.0,8203,6.4,77,P,6.1,86.0,1,0,1,1,0
2018,7401,1,0,610,3,7448890,2,17.0,7401,5.8,93,P,,,1,1,0,1,0
2022,13120,4,0,410,3,25523809,1,16.0,13101,5.6,84,P,,,1,1,0,0,0
2020,13125,2,0,410,3,20993643,2,16.0,13125,4.7,100,P,,,1,1,0,1,0
2024,6302,1,0,410,3,14126660,1,16.0,6302,6.3,99,P,,,1,1,0,1,0
2021,9101,2,0,310,3,25591404,2,16.0,13101,6.4,100,P,,,1,1,0,1,0
2022,4102,5,0,310,3,20391164,1,17.0,4102,6.3,91,P,,,1,1,0,1,0
2024,13201,2,0,410,4,12943310,1,17.0,13301,4.9,80,P,5.7,92.0,1,1,0,1,0
2019,13106,2,0,310,3,23464669,2,17.0,13102,5.8,91,P,,,0,0,1,0,0
2022,13115,1,0,510,4,19540137,1,19.0,13120,5.2,90,P,5.5,85.0,1,1,0,1,0
2020,5101,2,0,310,4,17446216,1,17.0,5101,6.3,100,P,5.2,98.0,1,1,0,1,0
2022,4102,5,0,410,3,24155318,2,18.0,4102,5.5,86,P,,,1,1,0,1,0
2020,9101,2,0,610,3,10382975,2,16.0,9101,5.8,99,P,,,1,1,0,1,0
2023,2101,1,0,510,4,24436688,1,19.0,2101,4.6,65,P,4.9,85.0,1,1,0,1,0
2022,5801,1,0,310,4,17047440,1,18.0,5801,6.6,83,P,6.7,100.0,1,0,1,1,0
2018,6108,1,0,410,4,14404316,2,19.0,6108,0.0,0,Y,6.3,82.0,1,1,0,1,1
2020,8111,4,0,510,4,9494523,1,18.0,8107,5.9,100,P,5.9,88.0,1,1,0,0,0
2019,13110,1,0,610,3,20997926,2,17.0,13110,5.7,69,P,,,1,0,1,1,0
2024,4101,2,0,310,3,6189599,1,16.0,4101,6.7,91,P,,,0,1,0,0,0
2022,9111,2,0,310,3,11896743,2,16.0,9111,5.4,78,P,,,1,0,1,1,0
2022,13601,2,0,310,4,4748074,2,19.0,13601,6.0,100,P,5.3,90.0,1,1,0,1,0
2022,9108,1,0,310,4,1349832,2,17.0,9108,6.3,98,P,6.4,98.0,1,0,1,1,0
2018,13127,1,0,310,3,20231855,2,18.0,13104,5.4,84,P,,,1,0,1,1,0
2017,10208,2,0,410,3,6304796,1,16.0,10208,5.7,98,P,,,1,1,0,1,0
2017,14108,2,1,510,3,11586527,1,16.0,14108,6.2,86,P,,,1,1,0,1,0
2023,4102,2,0,310,3,12171455,2,16.0,4102,6.0,80,P,,,0,0,1,0,0
2023,7405,1,0,610,4,7453537,2,17.0,7404,6.8,92,P,6.8,92.0,1,1,0,1,0
2022,5101,5,0,510,4,5477570,1,18.0,5101,5.2,94,P,5.0,88.0,1,1,0,1,0
2023,13106,2,0,310,4,18105961,2,17.0,13117,6.7,80,P,6.5,83.0,0,1,0,1,0
2020,13125,2,0,310,4,12286296,2,18.0,13125,6.9,94,P,6.3,94.0,0,0,1,0,0
2022,8314,1,1,310,4,3924291,2,18.0,8314,5.6,89,P,6.3,85.0,1,1,0,1,0
2017,4203,2,0,310,4,8254992,1,17.0,4203,5.5,77,P,5.3,92.0,1,1,0,1,0
2021,10203,2,0,810,4,18934053,1,17.0,14203,5.8,40,P,5.5,100.0,1,0,1,1,0
2021,8204,1,0,310,4,3514060,1,17.0,8204,6.4,97,P,6.7,100.0,1,0,1,1,0
2017,2101,2,0,310,3,6239127,2,16.0,2101,6.3,96,P,,,0,1,0,0,0
2022,13127,2,0,310,3,19920557,2,17.0,13127,5.7,95,P,,,0,0,1,0,0
2023,4304,1,0,710,4,3746654,1,17.0,4304,6.4,97,P,6.0,93.0,1,1,0,1,0
2017,3102,1,0,610,3,934895,2,18.0,3102,0.0,0,Y,,,1,1,0,1,1
2022,13119,2,0,310,4,11966027,1,17.0,13119,5.2,95,P,5.5,100.0,0,0,1,0,0
2020,13122,1,0,510,4,16778951,1,18.0,13122,4.0,85,P,4.9,95.0,1,1,0,1,0
2018,13604,2,0,410,4,19938120,2,17.0,13604,6.2,100,P,5.6,99.0,1,0,1,1,0
2020,2201,1,0,310,4,2189534,1,17.0,2201,6.0,85,P,5.3,100.0,1,0,1,1,0
2021,10204,1,0,310,4,17405921,2,17.0,10204,6.5,100,P,6.6,89.0,1,0,1,1,0
2021,9101,1,0,310,4,9243713,2,17.0,9101,6.9,100,P,6.7,95.0,1,0,1,1,0
2018,13101,4,0,410,4,4214433,2,17.0,13106,5.0,86,P,5.5,80.0,1,1,0,0,0
2023,7301,2,0,310,4,7369609,1,17.0,7301,6.3,97,P,6.2,93.0,1,1,0,1,0
2020,15101,5,0,510,4,7380388,1,18.0,15101,6.7,100,P,6.3,100.0,1,1,0,1,0
2017,6310,1,0,410,4,20452703,2,17.0,6309,5.8,97,P,6.0,90.0,1,1,0,1,0
2019,8110,2,0,310,3,2927812,2,16.0,8110,6.9,98,P,,,0,0,1,0,0
2023,7306,1,0,610,3,21047150,2,17.0,7306,5.8,98,P,,,1,1,0,1,0
2020,14203,1,0,310,4,5748450,2,17.0,10208,6.7,100,P,6.3,92.0,1,1,0,1,0
2021,13404,1,0,410,3,26371545,2,16.0,13404,5.2,85,P,,,1,0,1,1,0
2018,13120,2,0,310,4,19408379,1,17.0,13110,5.1,93,P,5.1,95.0,0,1,0,1,0
2020,5601,2,0,510,3,1598832,1,16.0,5603,5.8,87,P,,,1,1,0,1,0
2018,10101,2,0,310,3,2957791,2,16.0,10101,6.2,93,P,,,1,0,1,1,0
2017,6301,1,0,610,4,23181664,1,17.0,6301,5.3,100,P,4.7,100.0,1,0,1,1,0
2018,13301,1,0,610,3,3457634,2,17.0,13301,5.0,95,P,,,1,0,1,1,0
2022,13103,2,0,410,4,839877,2,18.0,13124,5.7,88,P,6.0,85.0,1,1,0,1,0
2018,13109,2,0,610,3,18042221,2,16.0,13112,6.0,100,P,,,1,1,0,1,0
2024,12101,2,0,310,3,17035861,2,16.0,12101,6.2,90,P,,,0,0,1,0,0
2021,8101,5,0,310,4,21537225,1,17.0,8101,5.1,90,P,4.9,85.0,1,0,1,1,0
2021,9115,2,1,610,3,25961100,2,16.0,9115,6.7,100,P,,,1,0,1,1,0
2017,13130,1,0,310,4,7357048,1,18.0,13121,6.1,94,P,6.2,95.0,1,1,0,1,0
2023,8305,1,0,310,3,20271704,1,16.0,8305,6.2,85,P,,,1,0,1,1,0
2022,13128,2,0,310,3,23037855,1,17.0,13128,5.2,62,P,,,1,0,1,1,0
2021,9101,2,0,310,4,24532324,1,19.0,9101,5.6,85,P,6.4,88.0,1,0,1,1,0
2019,14203,1,1,610,4,18188880,1,17.0,14203,5.0,97,P,5.0,97.0,1,0,1,1,0
2018,13201,2,0,310,4,20852833,1,17.0,13201,6.6,97,P,6.3,98.0,0,1,0,1,0
2024,9115,2,0,310,4,847376,1,19.0,9115,5.4,77,P,5.3,31.0,1,1,0,1,0
2017,8112,4,0,510,4,2481566,1,18.0,8112,5.3,83,P,5.8,93.0,0,1,0,0,0
2017,10101,1,0,310,3,20185713,1,16.0,10101,5.6,84,P,,,1,0,1,1,0
2023,7201,1,0,310,4,849669,2,17.0,7203,5.5,85,P,5.3,93.0,1,1,0,1,0
2022,8108,1,0,310,3,13022768,2,16.0,8108,5.6,78,P,,,1,1,0,1,0
2021,10101,2,1,310,4,17307183,1,17.0,10101,6.5,90,P,6.3,90.0,1,0,1,1,0
2021,8206,1,1,310,3,24821581,1,16.0,8206,6.6,100,P,,,1,0,1,1,0
2019,8313,1,0,510,4,8489730,1,19.0,8313,5.1,97,P,4.8,95.0,1,1,0,1,0
2019,8112,4,0,510,3,9126920,1,16.0,8110,5.2,93,P,,,1,1,0,0,0
2017,13104,2,0,310,3,5883716,2,15.0,13108,6.0,97,P,,,1,1,0,1,0
2023,13119,2,0,310,3,24464718,1,16.0,13119,6.0,93,P,,,0,0,1,0,0
2024,13111,2,0,410,3,10338355,1,17.0,13112,3.7,80,R,,,1,1,0,1,0
2022,10102,1,0,310,3,11437046,1,16.0,10102,5.2,90,P,,,1,1,0,1,0
2019,13501,2,0,310,3,18328482,1,17.0,13501,5.6,98,P,,,1,0,1,1,0
2021,9108,1,0,310,4,19729434,2,17.0,9108,6.5,100,P,6.8,97.0,1,1,0,1,0
2019,2101,1,0,310,4,4809969,2,18.0,4301,5.2,79,P,5.3,86.0,1,0,1,1,0
2018,5801,1,0,310,3,11650605,2,16.0,5804,0.0,0,Y,,,1,1,0,1,1
2022,5109,2,0,310,4,13380382,1,17.0,5109,6.0,95,P,5.2,86.0,0,0,1,0,0
2021,5801,1,0,610,3,6768465,2,16.0,5804,5.8,90,P,,,1,0,1,1,0
2023,1101,1,0,510,4,11004216,1,19.0,1101,6.2,97,P,5.9,89.0,1,0,1,1,0
2018,3201,1,0,410,3,11806669,2,17.0,3201,4.7,68,P,,,1,1,0,1,0
2019,5501,2,0,310,3,16541097,2,16.0,5504,5.5,98,P,,,1,1,0,1,0
2020,13101,2,0,310,4,2572693,2,17.0,13101,6.7,100,P,6.2,88.0,1,0,1,1,0
2017,9202,1,0,310,4,19121923,1,18.0,9204,5.6,94,P,5.3,94.0,1,1,0,1,0
2022,13404,2,0,310,3,1527854,2,17.0,13402,6.4,71,P,,,1,1,0,1,0
2018,5301,1,0,310,3,10940585,1,16.0,5302,6.1,89,P,,,1,1,0,1,0
2017,13101,1,0,410,3,11778731,2,16.0,13101,6.1,91,P,,,1,0,1,1,0
2018,13605,2,0,510,3,20754845,2,18.0,13605,5.8,89,P,4.7,91.0,1,0,1,1,0
2020,6303,2,0,310,4,4225131,1,17.0,6303,6.1,100,P,5.5,96.0,1,1,0,1,0
2019,8111,1,0,310,4,12180640,1,18.0,8111,6.5,98,P,6.4,96.0,1,1,0,1,0
2019,12401,2,0,310,4,2875117,2,17.0,12401,6.8,73,P,,,0,1,0,0,0
2022,5603,2,0,310,3,4624845,2,16.0,13129,6.6,89,P,,,1,1,0,1,0
2023,10301,1,0,610,4,17220336,2,17.0,10101,5.3,85,P,5.5,86.0,1,1,0,1,0
2019,10302,1,0,310,4,19456491,1,18.0,10105,5.1,61,P,5.1,61.0,1,1,0,1,0
2023,7107,1,0,610,3,20804563,2,16.0,7107,6.8,85,P,,,1,1,0,1,0
2024,13401,2,0,410,4,10794367,2,17.0,13401,5.8,95,P,5.0,71.0,1,1,0,1,0
2023,13121,1,0,610,4,22739358,1,18.0,12101,0.0,0,Y,,,1,0,1,1,1
2021,1101,2,0,310,4,10458709,1,18.0,1101,6.1,100,P,5.6,100.0,0,0,1,0,0
2017,13106,2,0,510,4,16025240,1,19.0,13106,5.3,86,P,4.7,89.0,1,1,0,1,0
2020,8110,2,0,310,4,4059691,1,17.0,8110,6.7,100,P,5.5,89.0,0,1,0,1,0
2019,7304,2,0,310,4,21031423,1,18.0,7304,5.9,99,P,5.3,91.0,0,1,0,0,0
2018,13124,5,0,510,4,3237061,1,19.0,13124,5.5,100,P,,,1,1,0,1,0
2018,13122,2,0,310,3,20988570,2,16.0,13122,5.9,99,P,,,1,1,0,1,0
2017,7301,2,0,310,3,10577312,1,16.0,7301,5.6,95,P,,,0,1,0,1,0
2020,13126,2,0,310,3,3132132,2,16.0,13126,6.7,85,P,,,1,0,1,1,0
2019,7304,2,1,710,3,6278361,2,16.0,7304,5.1,84,P,,,1,1,0,1,0
2018,5801,2,0,310,3,23185242,1,17.0,5109,5.2,92,P,,,0,0,1,0,0
2020,13302,1,0,510,4,16724639,1,19.0,13302,5.6,100,P,6.4,95.0,1,1,0,0,0
2020,10101,2,0,710,3,14069653,2,16.0,10101,4.0,85,P,,,1,1,0,1,0
2019,6301,1,0,410,4,24670856,2,17.0,6301,5.0,93,P,5.0,97.0,1,1,0,1,0
2023,7301,2,0,310,4,5810984,2,18.0,7301,5.8,72,P,5.9,85.0,0,0,1,0,0
2021,13402,1,0,410,3,7516864,1,18.0,13402,6.1,93,P,,,1,1,0,1,0
2024,13130,2,0,310,4,2844324,2,17.0,13116,6.2,83,P,6.0,88.0,1,1,0,1,0
2024,9114,2,0,310,3,18724886,1,16.0,9114,5.7,100,P,,,1,1,0,1,0
2023,8306,2,0,310,3,6935733,2,16.0,8306,6.6,92,P,,,1,1,0,1,0
2023,8101,2,0,310,3,18049273,2,16.0,8101,6.2,98,P,,,1,0,1,1,0
