AGNO,COD_COM_RBD,COD_DEPE2,RURAL_RBD,COD_ENSE,COD_GRADO,MRUN,GEN_ALU,EDAD_ALU,COD_COM_ALU,PROM_GRAL,ASISTENCIA,SIT_FIN_R,PROM_GRAL_ANTERIOR,ASISTENCIA_ANTERIOR,EE_GRATUITO,PRIORITARIO_ALU,PREFERENTE_ALU,BEN_SEP,DESERTAR
2018,13112,2,0,310,4,20130860,2,18.0,13101,6.2,95,P,6.2,93.0,1,1,0,1,0
2021,3301,2,0,310,3,23917726,1,16.0,3301,5.3,97,P,,,0,1,0,1,0
2024,1101,2,0,310,4,711987,2,17.0,1101,6.7,94,P,6.8,90.0,1,1,0,1,0
2024,16101,2,0,510,4,10095992,1,17.0,16101,5.7,87,P,6.0,86.0,1,1,0,1,0
2021,13127,2,0,310,4,16881314,1,18.0,13127,3.8,100,R,5.2,100.0,1,1,0,1,0
2017,13106,1,0,310,4,17195433,2,19.0,13119,5.4,60,P,5.9,92.0,1,0,1,1,0
2018,13201,2,0,510,4,6444561,1,17.0,13201,5.2,93,P,4.6,95.0,1,1,0,1,0
2024,7101,1,0,310,3,15534435,2,17.0,7101,5.7,80,P,,,1,1,0,1,0
2018,3101,2,0,610,4,13518666,2,17.0,3101,6.5,99,P,6.5,94.0,0,0,1,0,0
2020,8301,1,0,410,4,4969401,2,18.0,8301,5.9,85,P,5.6,95.0,1,1,0,1,0
2017,11201,1,0,810,3,7098087,1,19.0,11201,6.1,99,P,,,1,1,0,1,0
2018,7101,1,0,410,3,14888471,2,17.0,7101,5.2,22,P,5.1,80.0,1,1,0,1,0
2022,6113,1,0,410,4,22210307,1,17.0,6113,5.5,84,P,5.0,85.0,1,1,0,1,0
2017,5101,1,0,510,4,24120766,1,17.0,5101,6.4,99,P,6.3,97.0,1,1,0,1,0
2019,1107,1,0,610,4,4564596,2,18.0,1107,6.2,88,P,6.5,97.0,1,1,0,1,0
2024,5501,2,0,510,4,15281233,1,17.0,5802,5.2,88,P,6.0,76.0,1,1,0,1,0
2019,13101,2,0,510,4,9699811,1,18.0,5605,5.3,80,P,4.5,76.0,1,0,1,1,0
2021,13201,1,0,510,3,23481802,1,16.0,13201,5.4,45,P,,,1,0,1,1,0
2023,15101,5,0,610,4,13955141,2,18.0,15101,4.7,85,P,4.8,75.0,1,1,0,1,0
2021,13101,1,0,510,4,25551434,1,17.0,13106,4.7,85,P,4.8,85.0,1,1,0,1,0
2024,13110,1,0,310,4,17674772,1,17.0,13110,5.9,90,P,5.7,86.0,1,1,0,1,0
2021,5101,4,0,510,4,12825651,1,19.0,5101,0.0,0,Y,4.5,85.0,1,1,0,0,1
2023,6107,2,0,310,4,24654792,2,17.0,6107,5.7,97,P,5.2,97.0,1,1,0,1,0
2019,5109,2,0,310,4,9019877,2,18.0,5804,6.1,98,P,5.9,98.0,0,1,0,1,0
2021,4102,2,0,310,3,3044798,2,17.0,4102,6.2,86,P,,,0,0,1,0,0
2019,16101,2,1,310,3,384140,1,17.0,16101,5.7,90,P,,,0,1,0,1,0
2021,9209,1,0,610,4,8799611,2,19.0,9209,5.3,85,P,5.6,90.0,1,0,1,1,0
2023,14106,1,0,310,3,17545730,2,16.0,14106,6.1,89,P,,,1,0,1,1,0
2024,16101,1,0,310,4,7165422,2,17.0,16101,6.6,94,P,6.2,95.0,1,1,0,1,0
2024,9101,2,0,310,3,20564180,2,16.0,9101,6.5,93,P,,,1,0,1,1,0
2018,9113,2,0,710,4,18764014,2,18.0,9108,4.8,97,P,5.1,99.0,1,0,1,1,0
2017,4102,1,0,510,4,7182229,2,17.0,4102,5.5,82,P,5.6,91.0,1,1,0,1,0
2024,13122,2,0,310,4,11074470,2,17.0,13122,6.7,98,P,6.5,98.0,1,1,0,1,0
2023,13101,4,0,410,3,10870076,2,16.0,13105,6.0,87,P,,,1,1,0,0,0
2020,1101,2,0,310,4,24646092,1,17.0,1101,6.7,100,P,5.6,99.0,1,1,0,0,0
2023,13101,4,0,410,4,25505472,2,17.0,13108,6.4,80,P,,,1,1,0,0,0
2020,13115,2,0,310,3,24693759,2,16.0,13115,5.5,93,P,,,1,0,1,1,0
2023,13103,2,0,410,3,16716219,2,17.0,13124,6.7,98,P,,,1,0,1,1,0
2022,6310,2,0,310,4,21297659,2,17.0,6310,6.2,91,P,5.5,85.0,0,0,1,0,0
2017,5801,2,0,310,4,61737,2,17.0,5801,6.4,92,P,6.4,88.0,0,1,0,1,0
2024,9108,1,0,610,4,17625398,1,17.0,9108,5.7,96,P,5.6,96.0,1,1,0,1,0
2019,13109,2,0,610,3,2902341,2,16.0,13401,6.7,96,P,,,1,0,1,1,0
2017,13112,2,0,310,3,12307349,1,16.0,13112,5.4,92,P,,,0,1,0,1,0
2020,7301,2,0,610,4,24405890,2,17.0,7301,6.5,85,P,5.7,85.0,1,1,0,1,0
2017,1107,2,0,410,4,3440223,2,17.0,1107,6.1,90,P,5.6,89.0,1,0,1,1,0
2023,8101,4,0,410,4,16231701,2,17.0,8112,6.7,96,P,6.5,83.0,1,1,0,0,0
2024,10102,1,1,310,3,25983090,2,16.0,10101,6.4,93,P,,,1,1,0,1,0
2023,13130,2,0,310,4,16286939,2,17.0,13130,6.1,70,P,5.9,48.0,1,1,0,1,0
2023,6205,1,0,610,4,13379577,2,17.0,6205,6.1,85,P,5.2,85.0,1,1,0,1,0
2017,2101,1,0,610,3,17094449,2,16.0,2101,6.3,87,P,,,1,1,0,1,0
2017,5405,1,0,310,3,14562846,2,16.0,13201,4.9,83,P,,,1,1,0,1,0
2023,9108,1,0,410,4,22916908,1,18.0,13102,6.1,94,P,5.9,84.0,1,1,0,1,0
2020,2201,1,0,510,4,17983030,2,17.0,2201,5.3,85,P,5.3,100.0,1,1,0,1,0
2021,7301,2,0,410,3,4432355,2,16.0,7306,6.7,100,P,,,0,1,0,1,0
2019,9120,1,0,510,3,1619970,2,16.0,9115,5.6,85,P,,,1,1,0,1,0
2021,7303,1,0,310,3,22726942,1,16.0,7303,6.4,99,P,,,1,1,0,1,0
2024,13109,1,0,410,4,4077424,1,17.0,13109,5.2,85,P,5.1,89.0,1,1,0,1,0
2019,13109,4,0,510,4,8216223,1,17.0,13109,5.4,99,P,5.2,99.0,1,1,0,0,0
2021,7101,2,0,510,4,18174734,1,17.0,7109,5.5,100,P,5.5,100.0,1,0,1,1,0
2022,4101,2,0,310,4,15417922,1,17.0,4101,6.3,85,P,6.3,99.0,1,0,1,1,0
2019,8301,1,0,410,3,11163070,2,16.0,8301,6.6,93,P,,,1,1,0,1,0
2024,5109,2,0,310,4,4375904,1,17.0,5109,6.4,78,P,6.1,76.0,0,0,1,0,0
2022,13201,2,1,510,3,14986591,1,16.0,13202,5.0,90,P,,,1,1,0,1,0
2017,4102,2,0,310,4,14886079,2,18.0,4102,5.5,91,P,5.3,94.0,0,0,1,0,0
2023,9211,1,0,610,4,23734608,2,17.0,9204,5.8,99,P,6.2,98.0,1,1,0,1,0
2020,6101,1,0,410,4,14593913,1,17.0,6101,6.0,90,P,5.5,85.0,1,1,0,1,0
2021,13126,2,0,310,3,3251682,2,18.0,13103,0.0,0,Y,0.0,0.0,1,1,0,1,1
2022,8101,5,0,310,3,16261785,2,16.0,8112,6.4,96,P,,,1,0,1,1,0
2022,5603,2,0,310,3,6399910,2,16.0,5603,6.3,93,P,,,1,1,0,1,0
2020,6301,1,0,310,3,9816446,2,17.0,6301,6.5,100,P,,,1,0,1,1,0
2020,13401,2,0,310,3,14051396,2,16.0,13105,6.6,95,P,,,0,1,0,0,0
2020,10102,2,0,310,4,2054281,1,17.0,10102,6.9,100,P,6.3,98.0,1,0,1,1,0
2023,6302,1,0,310,4,7120199,2,17.0,6302,6.8,99,P,6.7,97.0,1,1,0,1,0
2024,13110,2,0,310,3,4254292,1,16.0,13118,5.2,99,P,,,0,1,0,0,0
2024,6301,2,0,410,3,9268382,1,17.0,6301,6.3,83,P,,,1,0,1,1,0
2024,13128,2,0,410,3,5324698,2,18.0,13128,6.1,94,P,,,1,1,0,1,0
2017,13109,2,0,610,4,7905395,2,18.0,13112,3.1,41,R,,,1,1,0,1,0
2022,8106,1,0,310,4,11541054,1,18.0,8106,6.3,95,P,5.9,85.0,1,1,0,1,0
2017,7304,1,0,610,3,944614,1,17.0,7304,0.0,0,Y,,,1,1,0,1,1
2017,13401,2,0,510,3,4928137,1,16.0,13401,6.3,96,P,,,1,1,0,1,0
2018,13302,1,0,310,4,12099186,1,17.0,13302,4.9,85,P,5.0,95.0,1,1,0,0,0
2017,9108,1,0,510,3,24715496,1,16.0,9119,4.8,92,P,,,1,1,0,1,0
2021,4102,5,0,510,4,22029364,1,18.0,4102,4.8,85,P,5.4,100.0,1,1,0,1,0
2022,6101,4,0,510,4,18339461,1,17.0,6101,5.7,83,P,6.1,100.0,1,0,1,0,0
2017,8311,1,0,610,4,17251357,1,17.0,8311,5.6,86,P,5.9,91.0,1,0,1,1,0
2018,9101,2,0,310,3,19728074,2,17.0,9101,5.2,86,P,,,0,1,0,1,0
2023,2101,2,0,310,4,14927547,1,18.0,2101,5.9,90,P,5.9,89.0,0,0,1,0,0
2024,9114,1,0,610,3,12995678,1,17.0,9118,4.9,89,P,4.3,85.0,1,1,0,1,0
2017,8313,1,0,310,3,6290601,1,16.0,8110,5.4,97,P,,,1,1,0,1,0
2017,10202,2,0,310,4,5366729,1,17.0,10202,6.2,98,P,6.0,100.0,1,1,0,1,0
2024,13125,2,0,310,4,17340111,2,17.0,13125,5.6,95,P,5.9,97.0,0,0,1,0,0
2018,7101,1,0,310,4,22453004,1,17.0,7101,6.2,83,P,6.1,96.0,1,1,0,1,0
2017,6301,4,0,610,4,15634148,2,17.0,6301,5.9,95,P,6.1,93.0,0,0,1,0,0
2017,7101,2,0,610,4,4099836,2,17.0,7101,5.5,67,P,5.6,84.0,1,0,1,1,0
2018,13101,1,0,310,4,10713786,2,17.0,13101,6.3,90,P,6.3,91.0,1,0,1,1,0
2023,16101,4,0,710,4,1152160,1,17.0,16302,6.1,98,P,5.9,91.0,1,1,0,0,0
2021,5802,2,0,410,3,2486915,1,17.0,5802,4.9,85,P,,,1,1,0,1,0
2024,9201,1,0,310,4,18840140,1,17.0,9201,5.8,81,P,5.7,91.0,1,0,1,1,0
2022,1101,1,0,310,4,2598455,1,18.0,1101,5.4,92,P,5.5,92.0,1,0,1,1,0
2018,5602,2,0,310,3,14591532,2,16.0,13118,5.7,79,P,,,0,0,1,0,0
2022,13119,1,0,310,4,10372592,2,17.0,13119,6.2,100,P,6.5,93.0,1,1,0,1,0
2019,8110,2,0,310,4,8296496,2,18.0,8101,6.2,46,P,6.1,84.0,0,1,0,1,0
2018,8102,2,0,510,4,21535167,1,17.0,8102,6.5,92,P,6.7,98.0,1,0,1,1,0
2021,2201,1,0,310,3,10532897,1,17.0,2201,5.3,85,P,,,1,1,0,1,0
2017,9102,1,0,310,3,9456176,1,16.0,9116,5.7,95,P,,,1,1,0,1,0
2017,3103,1,0,610,4,2393781,2,19.0,3103,6.0,76,P,6.1,68.0,1,1,0,1,0
2024,7201,1,0,310,4,23066064,1,18.0,7201,6.2,96,P,6.1,93.0,1,1,0,1,0
2018,8301,1,0,410,4,8190727,2,17.0,8301,5.6,98,P,5.2,96.0,1,0,1,1,0
2022,5701,2,0,310,3,7004352,2,16.0,5703,6.9,94,P,,,1,1,0,1,0
2022,13124,2,0,610,4,8431660,2,17.0,13119,6.1,93,P,6.5,99.0,1,0,1,1,0
2019,13101,1,0,310,3,22598886,1,16.0,13101,0.0,0,Y,,,1,1,0,1,1
2024,9111,5,0,310,4,19789366,1,18.0,9111,5.5,96,P,5.3,91.0,1,1,0,1,0
2024,5601,1,0,310,4,8112227,2,17.0,5601,5.9,92,P,5.7,92.0,1,0,1,1,0
2020,10101,1,0,310,4,23813534,2,17.0,10101,6.8,90,P,6.4,91.0,1,0,1,1,0
2024,13128,1,0,510,3,5872196,1,17.0,13128,4.3,56,R,,,1,1,0,1,0
2023,5109,2,0,310,3,9562417,2,19.0,5109,6.2,91,P,,,0,0,1,0,0
2019,14101,1,0,510,4,6524765,1,20.0,14102,5.0,65,P,5.4,86.0,1,0,1,1,0
2020,13127,2,0,410,4,17329636,2,17.0,13127,5.3,94,P,5.8,96.0,1,0,1,1,0
2017,4101,2,0,310,3,5929613,1,18.0,4101,4.9,80,P,,,0,0,1,0,0
2023,13119,2,0,410,4,10755690,2,17.0,13119,6.6,94,P,6.7,91.0,1,1,0,1,0
2021,13127,1,0,310,3,15127976,1,18.0,13101,6.5,100,P,,,1,1,0,1,0
2018,13109,2,0,510,4,18135680,1,17.0,13109,6.8,98,P,6.7,96.0,0,1,0,1,0
2020,11101,2,0,310,3,7075842,2,16.0,11101,6.7,95,P,,,1,1,0,1,0
2020,9112,2,0,610,3,6986312,2,16.0,9105,4.6,90,P,,,1,1,0,1,0
2019,7304,1,0,510,3,23912714,2,19.0,7304,3.7,78,R,,,1,0,1,1,0
2018,5701,4,0,510,3,11122132,1,16.0,5301,6.0,98,P,,,1,0,1,0,0
2024,13401,1,0,310,3,4468820,1,16.0,13401,6.0,95,P,,,1,0,1,1,0
2021,7304,1,0,610,3,8975695,2,16.0,7304,5.5,85,P,,,1,1,0,1,0
2021,5101,5,0,310,3,3357123,2,17.0,5101,6.1,85,P,,,1,0,1,1,0
2020,13301,2,0,510,4,22707602,1,18.0,13301,4.0,85,P,4.9,90.0,1,0,1,1,0
2024,8110,2,0,310,3,23701245,1,17.0,8101,6.5,93,P,,,0,0,1,0,0
2019,7301,2,0,310,4,2919180,1,17.0,7301,6.8,95,P,6.5,94.0,1,1,0,1,0
2017,1107,2,1,610,4,17349735,2,19.0,1107,5.7,86,P,5.1,94.0,1,1,0,1,0
2024,10210,2,0,310,4,7382444,1,17.0,10210,6.8,90,P,6.9,95.0,1,0,1,1,0
2020,5701,4,0,510,4,22103761,1,18.0,5303,4.9,100,P,5.1,85.0,1,1,0,0,0
2020,2201,2,0,310,4,2384075,1,17.0,2201,5.7,85,P,5.8,92.0,1,1,0,1,0
2021,13201,1,0,310,4,4875251,2,17.0,13201,6.7,83,P,5.7,100.0,1,1,0,1,0
2019,6101,1,0,510,4,23777477,1,17.0,6101,6.1,84,P,5.4,95.0,1,0,1,1,0
2021,13119,2,0,410,4,19372321,2,18.0,13119,5.0,85,P,5.2,85.0,1,1,0,1,0
2024,13501,1,0,310,3,11850052,1,16.0,13501,5.6,90,P,,,1,1,0,1,0
2024,8101,2,0,310,3,15589304,2,16.0,8110,6.2,65,P,,,0,1,0,0,0
2017,13126,2,0,510,3,17323101,1,17.0,13117,3.4,24,R,,,1,0,1,1,0
2020,13123,1,0,310,4,1105631,2,17.0,13123,6.8,95,P,6.4,77.0,1,1,0,1,0
2022,14108,2,0,510,3,13914835,1,16.0,13131,5.3,79,P,,,1,1,0,1,0
2020,5801,2,0,310,3,23758730,1,16.0,5801,6.8,100,P,,,0,1,0,0,0
2024,13103,2,0,310,4,22518591,2,18.0,13103,5.6,85,P,6.1,61.0,1,1,0,1,0
2019,13117,2,0,310,3,8397006,2,16.0,13103,6.0,97,P,,,1,1,0,1,0
2024,13601,2,0,310,4,22959274,1,17.0,10301,6.3,97,P,6.1,98.0,1,1,0,1,0
2024,13401,2,0,310,4,16920509,2,17.0,13401,5.7,87,P,5.8,92.0,0,0,1,0,0
2022,7304,1,0,510,3,17174402,1,17.0,7307,5.3,79,P,,,1,1,0,1,0
2022,13121,4,0,510,3,13985993,1,17.0,13121,5.0,66,P,,,1,1,0,0,0
2024,10301,2,0,310,4,5138083,2,17.0,10301,6.8,93,P,6.6,90.0,0,0,1,0,0
2023,13101,2,0,310,3,17616629,1,16.0,13128,6.7,88,P,,,0,1,0,0,0
2017,5109,2,0,510,3,19674966,2,17.0,5109,5.2,90,P,,,0,1,0,1,0
2017,13123,1,0,310,4,6642632,2,17.0,13124,6.2,79,P,6.0,87.0,1,0,1,1,0
2021,5801,1,0,610,3,4948953,2,18.0,5801,6.2,85,P,,,1,0,1,1,0
2019,8110,2,0,310,4,4424776,1,17.0,8110,6.4,99,P,6.1,95.0,0,0,1,0,0
2024,10101,2,0,510,4,27087440,1,17.0,10101,5.4,98,P,5.3,97.0,1,1,0,1,0
2024,8111,1,0,310,3,371942,2,16.0,8111,6.8,98,P,,,1,1,0,1,0
2022,10101,2,0,310,4,1454967,1,17.0,13127,5.6,87,P,6.0,85.0,1,0,1,1,0
2022,8301,2,0,310,4,13205632,1,17.0,16109,6.0,92,P,5.9,95.0,1,1,0,1,0
2021,9112,2,0,610,4,18755058,2,18.0,9112,4.7,85,P,5.3,95.0,1,1,0,1,0
2021,7401,1,0,610,4,3350167,1,18.0,7401,6.3,85,P,6.2,100.0,1,1,0,1,0
2020,9114,2,0,310,3,21112728,1,17.0,9107,6.9,100,P,,,0,0,1,0,0
2019,14204,1,1,310,4,11247047,1,17.0,14204,6.0,95,P,6.2,99.0,1,0,1,1,0
2019,13201,2,0,610,4,21564518,2,17.0,13110,5.5,92,P,5.6,93.0,0,1,0,1,0
2024,7401,2,0,310,4,23478722,1,17.0,7401,6.0,99,P,6.5,98.0,1,1,0,1,0
2020,13105,2,0,410,3,16081383,2,16.0,13116,6.0,100,P,,,0,0,1,0,0
2019,7101,1,0,410,3,1360724,1,17.0,7101,5.5,94,P,,,1,1,0,1,0
2020,2101,2,0,510,3,17057945,1,16.0,2101,6.2,100,P,,,0,1,0,1,0
2022,5402,1,0,510,4,620259,1,17.0,5402,5.3,95,P,5.2,100.0,1,1,0,1,0
2021,5804,1,0,610,4,3906015,2,18.0,5804,5.8,85,P,5.0,100.0,1,1,0,1,0
2019,13114,2,0,310,4,17917021,2,17.0,13104,5.3,89,P,5.9,97.0,0,1,0,1,0
2024,14102,1,0,310,4,14833565,2,17.0,14102,6.1,88,P,6.1,88.0,1,1,0,1,0
2022,7102,1,0,310,4,6620708,1,17.0,7102,6.6,81,P,6.3,90.0,1,1,0,1,0
2021,13301,2,0,310,4,12494755,1,17.0,13301,4.5,100,P,5.2,100.0,1,0,1,1,0
2021,10105,5,0,510,3,10385161,1,16.0,10107,0.0,0,Y,,,1,1,0,1,1
2021,8102,1,0,310,3,6718193,2,16.0,8102,6.1,90,P,,,1,1,0,1,0
2022,5601,2,0,310,3,15797671,2,16.0,5601,6.8,91,P,,,0,1,0,1,0
2020,8107,1,0,310,4,24252894,2,18.0,8107,6.1,100,P,6.0,99.0,1,1,0,1,0
2024,13110,2,0,310,3,12983458,2,17.0,13110,6.7,82,P,,,0,0,1,0,0
2021,3202,5,0,510,3,6716494,1,16.0,3202,5.8,85,P,,,1,1,0,1,0
2017,13125,2,0,310,3,6846409,2,16.0,13128,5.8,90,P,,,0,0,1,0,0
2017,8418,1,1,610,3,14926229,1,16.0,8418,5.7,98,P,,,1,1,0,1,0
2021,4101,2,0,510,3,12681841,2,16.0,4101,6.3,85,P,,,1,1,0,1,0
2023,6305,5,0,710,4,11160059,1,17.0,6305,4.9,94,P,5.3,73.0,1,1,0,1,0
2022,15101,5,0,410,3,6734424,2,16.0,15101,6.8,94,P,,,1,1,0,1,0
2019,13130,2,0,310,4,2568824,2,18.0,13130,6.4,25,P,6.0,79.0,0,1,0,1,0
2018,13106,1,0,310,4,23196947,1,17.0,13106,5.7,79,P,5.5,83.0,1,0,1,1,0
2018,14202,2,0,310,4,24605732,2,18.0,14202,4.9,89,P,4.9,96.0,1,1,0,1,0
2024,16109,1,0,310,4,3277003,1,17.0,9202,6.6,93,P,6.0,93.0,1,1,0,1,0
2019,7301,2,0,510,4,1858853,1,17.0,13125,6.6,100,P,6.5,100.0,1,0,1,1,0
2024,7308,2,0,610,4,11983298,2,17.0,7301,6.2,95,P,6.0,92.0,1,1,0,1,0
2024,13120,4,0,510,3,14323878,1,17.0,13119,5.4,94,P,,,1,0,1,0,0
2020,8101,2,0,510,3,18351415,1,16.0,8101,6.6,100,P,,,1,1,0,1,0
2022,10101,2,0,610,3,10893615,2,17.0,10101,6.2,79,P,,,1,1,0,1,0
2018,6303,1,0,610,4,10273383,2,17.0,6303,5.5,89,P,5.5,93.0,1,1,0,1,0
2024,10101,1,0,510,3,2248245,1,17.0,10101,6.2,86,P,,,1,1,0,1,0
2017,8401,1,0,310,3,23889285,2,16.0,9104,5.8,91,P,,,1,1,0,1,0
2017,10203,2,0,810,3,23069930,1,16.0,10203,5.2,92,P,,,1,0,1,1,0
2021,13119,1,0,310,4,15718097,2,17.0,13119,6.3,93,P,6.8,100.0,1,1,0,1,0
2022,6116,2,0,310,4,22648851,1,17.0,6116,6.4,94,P,5.6,85.0,0,1,0,1,0
2018,16301,2,0,310,3,9192082,1,17.0,16301,5.3,93,P,,,1,1,0,1,0
2020,4202,1,0,710,4,24346410,1,17.0,4202,6.3,91,P,6.3,96.0,1,1,0,1,0
2023,10301,2,0,310,3,1006026,2,16.0,10301,6.1,89,P,,,1,0,1,1,0
2020,14202,2,0,610,3,6903686,2,16.0,14107,6.3,100,P,,,1,1,0,1,0
2023,8301,2,0,410,4,11299692,1,18.0,9208,4.7,48,P,4.8,94.0,1,1,0,1,0
2022,8110,2,0,310,4,7176057,2,17.0,8110,6.8,80,P,6.7,88.0,0,1,0,0,0
2023,4101,2,0,310,3,12837175,2,16.0,4101,5.8,93,P,,,1,0,1,1,0
2018,7401,1,0,310,4,7433543,2,17.0,7401,6.4,95,P,6.2,92.0,1,0,1,1,0
2019,13123,2,0,510,4,11093840,2,19.0,13122,5.3,86,P,5.0,90.0,0,0,1,0,0
2020,8110,2,0,310,4,6544661,1,17.0,8110,6.4,100,P,6.1,98.0,1,0,1,1,0
2018,6101,2,0,310,4,2371277,1,17.0,6101,5.7,100,P,5.7,99.0,0,0,1,0,0
2023,16305,1,0,310,4,13080461,2,17.0,16305,6.8,98,P,6.5,97.0,1,1,0,1,0
2023,13112,2,0,510,3,4188200,1,17.0,13110,5.1,80,P,,,1,1,0,1,0
2019,2101,1,0,310,4,23996161,2,17.0,2101,5.7,95,P,5.8,97.0,1,0,1,1,0
2024,9109,1,0,610,3,1468661,2,16.0,8108,6.0,97,P,,,1,1,0,1,0
2018,1405,1,0,510,3,11233419,1,16.0,1405,6.4,100,P,,,1,1,0,1,0
2024,2203,1,0,510,3,25737068,1,17.0,2201,5.8,99,P,,,1,1,0,1,0
2022,13602,1,0,310,4,2139818,2,19.0,13602,5.4,85,P,5.4,87.0,1,0,1,1,0
2020,13401,2,0,410,4,18895036,1,17.0,13401,6.6,100,P,6.0,97.0,1,1,0,1,0
2022,13302,2,0,310,4,21548469,2,17.0,13104,5.7,85,P,5.4,85.0,1,1,0,1,0
2020,9101,1,0,410,4,1838962,1,17.0,9110,6.3,95,P,6.3,93.0,1,0,1,1,0
2024,13605,2,0,310,4,9807487,1,18.0,13605,5.7,95,P,5.0,96.0,0,0,1,0,0
2023,13401,2,0,310,3,14920439,2,17.0,13105,4.9,99,P,,,0,0,1,0,0
2024,13104,2,0,310,3,27589371,1,16.0,13108,5.7,93,P,,,1,0,1,1,0
2021,9101,2,0,310,4,1481878,1,17.0,9101,6.3,90,P,6.6,90.0,1,0,1,1,0
2022,13123,1,0,310,4,3375965,2,17.0,13123,6.3,84,P,5.2,59.0,1,1,0,1,0
2017,5101,1,0,410,3,427571,1,16.0,5101,5.5,90,P,,,1,0,1,1,0
2017,6116,2,0,310,3,3439373,2,16.0,6101,5.6,82,P,,,0,1,0,1,0
2019,7101,2,0,310,4,19368307,1,17.0,7101,5.8,97,P,5.6,99.0,0,0,1,0,0
2021,5705,2,0,310,3,13632911,2,16.0,5705,5.9,100,P,,,0,1,0,1,0
2020,13109,2,0,510,4,18835328,1,17.0,13112,5.0,90,P,4.9,96.0,1,1,0,1,0
2023,13601,2,0,310,4,23333666,1,18.0,5603,5.5,97,P,5.7,95.0,0,1,0,1,0
2021,7101,1,0,310,3,24125738,2,16.0,7101,6.3,90,P,,,1,0,1,1,0
2017,8301,1,0,510,4,16934602,1,17.0,8301,5.4,90,P,5.8,86.0,1,0,1,1,0
2017,8314,1,1,610,3,17368256,2,16.0,8314,5.4,78,P,,,1,1,0,1,0
2023,13201,2,0,310,4,12317173,1,17.0,5801,5.8,85,P,,,1,1,0,1,0
2020,13402,2,0,310,3,15790637,2,17.0,13402,6.6,85,P,,,1,1,0,1,0
2017,13108,2,0,310,3,9124695,2,16.0,13128,6.6,100,P,,,1,0,1,1,0
2021,13601,1,0,410,3,8121004,2,16.0,13601,4.4,85,P,,,1,1,0,1,0
2023,9102,5,0,310,4,23875443,2,17.0,9102,6.6,96,P,6.9,98.0,1,1,0,1,0
2022,4204,2,0,310,4,23486293,1,17.0,4204,5.3,100,P,5.0,85.0,1,1,0,1,0
2021,13130,2,0,310,4,2673666,1,18.0,13130,5.2,85,P,6.1,100.0,1,1,0,1,0
2019,10301,2,0,710,3,1509933,1,16.0,10301,5.9,86,P,,,1,1,0,1,0
2023,7101,1,0,310,3,20781494,1,16.0,7101,6.7,99,P,,,1,0,1,1,0
2022,3301,5,0,510,3,13229678,1,16.0,3301,5.3,85,P,,,1,1,0,1,0
2021,5501,2,0,310,3,15841466,2,16.0,5501,6.1,96,P,,,0,0,1,0,0
2024,10101,2,0,310,3,22630042,2,16.0,10101,5.6,93,P,,,0,1,0,0,0
2023,10101,2,0,310,4,11302098,1,17.0,10101,5.9,95,P,5.6,91.0,1,0,1,1,0
2017,8102,2,0,510,4,19104828,1,18.0,8102,5.8,92,P,5.8,99.0,1,1,0,1,0
